type,risk,occurrences,source_variants,files,template,example_keys,source_examples,note
repeated_ngram,low,16,4,1,текущая черта совпадает с базовой чертой,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,требуемые значения характеристик на если,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,требуемые значения характеристик на если текущая,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,характеристик на если текущая черта,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,характеристик на если текущая черта совпадает,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,черта совпадает с базовой чертой,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,черта совпадает с базовой чертой цели,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,12,4,1,повышает атк дигимонов с чертами,patch_text01:31 | patch_text01:32 | patch_text01:36 | patch_text01:87 | patch_text01:90,"Boosts the ATK of Brave, Zealous, Daring, and Reckless Digimon by
{d2}%. | Boosts the ATK of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d2}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,12,4,1,повышает дух дигимонов с чертами,patch_text01:11 | patch_text01:29 | patch_text01:41 | patch_text01:52 | patch_text01:53,"Boosts the SPI of Brave, Zealous, Daring, and Reckless Digimon by
{d5}%. | Boosts the SPI of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d5}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,12,4,1,повышает защ дигимонов с чертами,patch_text01:15 | patch_text01:20 | patch_text01:22 | patch_text01:59 | patch_text01:60,"Boosts the DEF of Brave, Zealous, Daring, and Reckless Digimon by
{d3}%. | Boosts the DEF of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d3}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,12,4,1,повышает инт дигимонов с чертами,patch_text01:38 | patch_text01:40 | patch_text01:43 | patch_text01:73 | patch_text01:81,"Boosts the INT of Brave, Zealous, Daring, and Reckless Digimon by
{d4}%. | Boosts the INT of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d4}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,12,4,1,повышает оз дигимонов с чертами,patch_text01:23 | patch_text01:25 | patch_text01:27 | patch_text01:74 | patch_text01:76,"Boosts the HP of Brave, Zealous, Daring, and Reckless Digimon by
{d0}%. | Boosts the HP of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,12,4,1,повышает ос дигимонов с чертами,patch_text01:8 | patch_text01:9 | patch_text01:13 | patch_text01:69 | patch_text01:70,"Boosts the SP of Brave, Zealous, Daring, and Reckless Digimon by
{d1}%. | Boosts the SP of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d1}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,12,4,1,повышает скр дигимонов с чертами,patch_text01:2 | patch_text01:3 | patch_text01:4 | patch_text01:68 | patch_text01:77,"Boosts the SPD of Brave, Zealous, Daring, and Reckless Digimon by
{d6}%. | Boosts the SPD of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d6}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,8,4,1,дополнительных атак дигимонов с чертами,patch_text01:17 | patch_text01:30 | patch_text01:66 | patch_text01:80 | patch_text01:109,"Boosts the damage dealt by Extra Strikes of Brave, Zealous, Daring,
and Reckless Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Adoring, Devoted,
Tolerant, and Overprotective Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Compassionate, Sociable,
Friendly, and Opportunistic Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,8,4,1,от дополнительных атак дигимонов с,patch_text01:17 | patch_text01:30 | patch_text01:66 | patch_text01:80 | patch_text01:109,"Boosts the damage dealt by Extra Strikes of Brave, Zealous, Daring,
and Reckless Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Adoring, Devoted,
Tolerant, and Overprotective Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Compassionate, Sociable,
Friendly, and Opportunistic Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,8,4,1,от дополнительных атак дигимонов с чертами,patch_text01:17 | patch_text01:30 | patch_text01:66 | patch_text01:80 | patch_text01:109,"Boosts the damage dealt by Extra Strikes of Brave, Zealous, Daring,
and Reckless Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Adoring, Devoted,
Tolerant, and Overprotective Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Compassionate, Sociable,
Friendly, and Opportunistic Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,8,4,1,повышает урон от дополнительных атак,patch_text01:17 | patch_text01:30 | patch_text01:66 | patch_text01:80 | patch_text01:109,"Boosts the damage dealt by Extra Strikes of Brave, Zealous, Daring,
and Reckless Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Adoring, Devoted,
Tolerant, and Overprotective Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Compassionate, Sociable,
Friendly, and Opportunistic Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,8,4,1,повышает урон от дополнительных атак дигимонов,patch_text01:17 | patch_text01:30 | patch_text01:66 | patch_text01:80 | patch_text01:109,"Boosts the damage dealt by Extra Strikes of Brave, Zealous, Daring,
and Reckless Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Adoring, Devoted,
Tolerant, and Overprotective Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Compassionate, Sociable,
Friendly, and Opportunistic Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,8,4,1,урон от дополнительных атак дигимонов,patch_text01:17 | patch_text01:30 | patch_text01:66 | patch_text01:80 | patch_text01:109,"Boosts the damage dealt by Extra Strikes of Brave, Zealous, Daring,
and Reckless Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Adoring, Devoted,
Tolerant, and Overprotective Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Compassionate, Sociable,
Friendly, and Opportunistic Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,8,4,1,урон от дополнительных атак дигимонов с,patch_text01:17 | patch_text01:30 | patch_text01:66 | patch_text01:80 | patch_text01:109,"Boosts the damage dealt by Extra Strikes of Brave, Zealous, Daring,
and Reckless Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Adoring, Devoted,
Tolerant, and Overprotective Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Compassionate, Sociable,
Friendly, and Opportunistic Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
